order_id,product_id,add_to_cart_order,reordered,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle,department,age,gender,location
3129,12,6,0,788,16,5,22,9,Pizza,beverages,beverages,20,Female,Urban
4587,84,1,1,407,9,1,1,4,Noodles,fresh fruits,dairy,27,Female,Urban
3199,153,1,1,915,4,1,11,25,Soup,beverages,produce,48,Male,Urban
2184,178,5,0,187,13,4,15,10,Burger,bakery desserts,frozen,47,Male,Urban
4417,18,3,1,719,15,5,13,18,Sandwich,beverages,frozen,41,Female,Urban
4803,131,4,1,764,2,4,18,1,Soup,bakery desserts,beverages,26,Female,Rural
2068,114,9,1,882,7,0,0,14,Pasta,beverages,beverages,40,Female,Suburban
2384,149,3,0,548,4,0,3,1,Salad,snacks,beverages,39,Female,Suburban
2988,25,4,1,503,3,6,12,6,Biryani,snacks,frozen,43,Male,Urban
3737,25,2,0,897,19,1,11,28,Biryani,snacks,frozen,44,Male,Urban
4205,4,1,1,307,17,4,16,14,Noodles,bakery desserts,beverages,18,Female,Suburban
2343,125,7,0,809,11,5,7,3,Sandwich,beverages,beverages,18,Male,Suburban
1731,76,9,0,244,19,0,16,19,Pasta,snacks,frozen,18,Female,Urban
3007,11,9,1,55,5,6,18,26,Biryani,fresh fruits,beverages,47,Male,Rural
3767,173,4,0,95,9,5,0,13,Sandwich,bakery desserts,dairy,57,Female,Suburban
4868,9,3,1,88,18,5,2,13,Salad,snacks,dairy,19,Female,Suburban
4548,124,6,0,737,4,6,23,2,Sandwich,prepared meals,produce,40,Female,Suburban
1809,162,7,0,368,10,5,8,9,Noodles,fresh fruits,beverages,38,Male,Rural
3497,173,4,0,230,7,2,11,10,Sandwich,bakery desserts,dairy,45,Male,Urban
4361,100,3,0,21,14,0,8,8,Noodles,beverages,produce,48,Male,Suburban
2443,144,3,1,810,5,5,3,12,Sandwich,beverages,beverages,37,Female,Rural
4287,153,6,0,762,8,5,23,6,Soup,beverages,produce,46,Male,Urban
2833,153,8,1,851,3,1,23,5,Soup,beverages,produce,51,Male,Rural
3767,122,9,1,95,9,5,0,13,Burger,fresh fruits,grocery,57,Female,Suburban
2125,165,3,1,64,1,4,14,9,Biryani,beverages,grocery,30,Male,Rural
4198,161,9,0,96,9,6,14,11,Pizza,prepared meals,dairy,33,Male,Suburban
4535,121,3,0,344,2,1,21,11,Noodles,fresh fruits,dairy,54,Female,Rural
268,107,5,1,931,12,0,17,11,Pizza,fresh fruits,beverages,22,Female,Rural
3494,103,2,1,83,7,4,3,26,Soup,bakery desserts,frozen,46,Male,Urban
4358,26,2,1,762,10,2,21,8,Burger,snacks,dairy,46,Male,Urban
2183,50,9,0,105,10,3,18,7,Pizza,prepared meals,frozen,45,Female,Rural
1936,190,9,1,965,3,0,19,22,Pasta,snacks,frozen,50,Male,Urban
3684,82,8,1,960,18,4,3,16,Burger,fresh fruits,dairy,33,Female,Urban
3657,133,5,1,129,5,4,22,22,Burger,bakery desserts,produce,52,Female,Suburban
2885,90,5,1,381,3,2,1,29,Salad,bakery desserts,beverages,24,Female,Urban
3417,178,3,0,43,17,6,6,20,Burger,bakery desserts,frozen,48,Male,Suburban
3358,27,8,1,6,2,2,11,7,Noodles,fresh fruits,frozen,48,Female,Suburban
4241,113,8,0,336,5,1,3,2,Sandwich,fresh fruits,frozen,49,Male,Urban
4845,63,4,1,631,19,6,1,19,Noodles,beverages,dairy,34,Male,Urban
904,3,7,0,341,17,2,14,15,Noodles,fresh fruits,dairy,32,Male,Urban
1086,67,4,0,377,15,0,14,5,Pasta,bakery desserts,frozen,59,Male,Urban
3310,97,8,1,70,1,5,5,11,Noodles,snacks,dairy,36,Male,Rural
3887,111,7,1,726,6,3,3,12,Burger,fresh fruits,dairy,48,Male,Urban
3739,100,4,1,804,9,6,19,12,Noodles,beverages,produce,42,Male,Suburban
975,39,7,0,577,13,1,15,7,Pizza,beverages,beverages,22,Female,Suburban
4025,192,2,1,77,7,3,7,3,Sandwich,snacks,dairy,52,Male,Rural
4669,166,2,1,656,8,1,5,25,Pizza,snacks,produce,59,Male,Urban
3220,97,6,1,993,7,3,9,7,Noodles,snacks,dairy,24,Male,Rural
4067,60,3,0,316,1,5,15,11,Biryani,prepared meals,grocery,19,Female,Urban
4169,138,4,1,584,3,0,10,15,Biryani,fresh fruits,grocery,38,Male,Urban
2295,156,1,0,751,1,3,13,26,Noodles,prepared meals,beverages,26,Female,Suburban
4951,86,9,1,912,14,1,12,24,Noodles,prepared meals,grocery,40,Male,Urban
3972,100,8,1,824,10,3,18,13,Noodles,beverages,produce,20,Male,Rural
4922,27,4,1,329,10,5,23,20,Noodles,fresh fruits,frozen,48,Female,Suburban
4138,171,2,1,40,11,3,10,29,Pizza,prepared meals,dairy,57,Female,Suburban
2164,45,8,1,827,3,6,15,19,Biryani,bakery desserts,dairy,18,Male,Rural
1907,17,4,1,476,14,3,9,21,Sandwich,bakery desserts,produce,21,Male,Rural
3764,159,9,1,291,10,2,22,8,Pizza,bakery desserts,grocery,49,Female,Rural
752,41,7,1,258,11,5,22,2,Burger,beverages,grocery,33,Male,Suburban
4899,73,8,0,178,1,2,1,24,Biryani,fresh fruits,dairy,50,Female,Suburban
3710,54,3,0,961,15,6,17,16,Sandwich,beverages,beverages,46,Male,Rural
2476,82,9,1,46,13,3,11,5,Burger,fresh fruits,dairy,44,Female,Urban
262,150,9,0,604,4,2,8,18,Pizza,fresh fruits,grocery,41,Male,Suburban
3969,192,8,0,472,3,1,22,24,Sandwich,snacks,dairy,48,Female,Urban
956,58,5,0,527,9,1,19,8,Soup,bakery desserts,grocery,36,Male,Suburban
3263,118,7,0,925,16,1,4,29,Noodles,fresh fruits,dairy,36,Male,Suburban
3762,13,4,1,896,12,3,12,11,Burger,beverages,grocery,38,Female,Rural
2321,150,3,0,303,14,6,2,6,Pizza,fresh fruits,grocery,51,Female,Urban
1403,63,6,1,252,6,5,11,10,Noodles,beverages,dairy,38,Female,Suburban
703,153,8,0,263,4,6,7,14,Soup,beverages,produce,56,Male,Rural
3028,137,8,0,585,13,5,5,23,Salad,prepared meals,produce,29,Male,Suburban
1587,169,5,0,39,18,4,23,5,Biryani,fresh fruits,beverages,40,Male,Urban
4402,120,9,1,454,12,5,18,16,Noodles,prepared meals,frozen,25,Female,Urban
1135,76,4,0,782,17,5,9,5,Pasta,snacks,frozen,23,Male,Rural
1494,191,2,1,107,4,3,10,14,Soup,prepared meals,beverages,19,Female,Urban
2231,61,6,1,799,19,4,23,24,Soup,beverages,beverages,21,Female,Suburban
4884,87,5,1,268,14,0,15,12,Soup,prepared meals,produce,58,Female,Rural
3805,81,8,1,943,1,4,8,21,Burger,beverages,grocery,43,Female,Urban
3055,6,6,0,621,11,1,23,11,Noodles,beverages,dairy,27,Female,Suburban
2309,55,8,1,550,16,5,18,9,Pizza,snacks,dairy,48,Female,Suburban
4391,190,8,1,289,7,2,12,18,Pasta,snacks,frozen,43,Male,Rural
2623,171,1,0,811,11,2,18,9,Pizza,prepared meals,dairy,56,Male,Suburban
1660,11,7,0,102,11,6,9,10,Biryani,fresh fruits,beverages,42,Male,Suburban
2165,76,9,1,916,19,2,23,29,Pasta,snacks,frozen,26,Male,Rural
3242,73,5,0,138,16,3,19,11,Biryani,fresh fruits,dairy,18,Male,Urban
2743,19,5,1,791,5,0,17,5,Pizza,snacks,produce,24,Male,Rural
2262,159,8,1,54,4,6,17,23,Pizza,bakery desserts,grocery,24,Male,Suburban
758,78,8,0,626,12,2,4,4,Burger,bakery desserts,beverages,29,Female,Suburban
3276,77,2,0,154,17,6,10,2,Noodles,fresh fruits,produce,48,Male,Urban
3385,48,4,0,424,13,3,4,27,Biryani,fresh fruits,produce,23,Female,Suburban
3186,116,8,1,217,16,1,1,7,Noodles,beverages,dairy,29,Male,Urban
1406,194,5,0,526,18,1,16,17,Sandwich,prepared meals,beverages,26,Male,Urban
2309,177,3,1,550,16,5,18,9,Burger,snacks,frozen,48,Female,Suburban
3071,199,7,0,29,13,2,4,2,Sandwich,beverages,grocery,58,Female,Suburban
1603,109,8,0,311,9,4,19,25,Biryani,fresh fruits,beverages,33,Female,Urban
4502,74,9,0,455,7,5,16,25,Noodles,bakery desserts,grocery,23,Male,Urban
537,26,9,0,547,13,6,21,10,Burger,snacks,dairy,40,Female,Rural
3861,45,4,1,227,9,1,17,12,Biryani,bakery desserts,dairy,20,Male,Urban
4413,186,2,0,355,7,4,6,26,Noodles,prepared meals,grocery,50,Male,Rural
542,142,8,1,781,13,5,2,15,Biryani,beverages,frozen,45,Female,Rural
4665,150,1,1,766,17,2,4,2,Pizza,fresh fruits,grocery,55,Female,Suburban
879,112,9,1,771,17,5,10,11,Soup,prepared meals,beverages,54,Female,Suburban
3545,138,1,1,163,6,5,11,11,Biryani,fresh fruits,grocery,35,Female,Urban
1174,66,2,0,993,19,4,20,10,Salad,bakery desserts,beverages,24,Male,Rural
1678,103,9,1,904,10,5,15,15,Soup,bakery desserts,frozen,34,Female,Urban
4383,36,2,1,271,1,2,12,19,Noodles,fresh fruits,grocery,33,Male,Rural
172,123,8,1,897,19,6,16,23,Burger,snacks,grocery,44,Male,Urban
2889,200,3,1,932,14,1,17,24,Pasta,prepared meals,beverages,47,Female,Rural
1103,129,5,1,378,2,6,0,13,Pasta,snacks,beverages,25,Male,Suburban
3165,173,1,1,969,12,2,2,9,Sandwich,bakery desserts,dairy,46,Female,Rural
1542,101,2,1,459,5,6,18,5,Soup,fresh fruits,grocery,24,Female,Rural
496,177,6,1,283,12,4,22,23,Burger,snacks,frozen,48,Female,Suburban
4168,175,3,0,219,6,4,12,9,Burger,snacks,grocery,52,Male,Rural
355,122,4,0,742,4,0,19,3,Burger,fresh fruits,grocery,31,Female,Urban
3909,62,3,0,470,18,5,6,27,Soup,snacks,grocery,32,Female,Rural
1688,46,6,1,426,15,6,9,25,Burger,prepared meals,frozen,19,Female,Rural
1588,178,3,0,121,9,4,6,26,Burger,bakery desserts,frozen,20,Female,Suburban
2375,82,9,0,878,10,1,19,22,Burger,fresh fruits,dairy,41,Male,Urban
1189,117,2,1,9,9,0,20,24,Burger,fresh fruits,produce,20,Female,Urban
957,100,9,0,141,1,5,9,10,Noodles,beverages,produce,59,Male,Suburban
3078,87,9,1,479,17,5,17,5,Soup,prepared meals,produce,53,Female,Urban
3410,68,1,1,813,17,2,8,2,Burger,fresh fruits,produce,43,Female,Suburban
2480,118,1,0,275,10,5,20,21,Noodles,fresh fruits,dairy,40,Female,Urban
2398,46,1,0,434,14,3,19,28,Burger,prepared meals,frozen,43,Female,Suburban
4610,105,2,1,189,11,1,17,7,Pasta,snacks,produce,28,Male,Rural
1839,57,1,0,523,7,0,0,16,Salad,beverages,dairy,22,Female,Rural
592,165,3,0,50,16,6,10,11,Biryani,beverages,grocery,53,Male,Rural
3736,48,1,1,790,5,4,0,28,Biryani,fresh fruits,produce,49,Male,Rural
904,186,8,1,341,17,2,14,15,Noodles,prepared meals,grocery,32,Male,Urban
2244,155,4,1,767,10,4,5,9,Burger,bakery desserts,grocery,54,Male,Rural
2608,55,5,1,630,11,5,7,12,Pizza,snacks,dairy,36,Female,Urban
2524,145,5,0,854,16,6,20,27,Biryani,fresh fruits,produce,21,Male,Urban
923,97,7,0,181,10,4,9,29,Noodles,snacks,dairy,39,Female,Suburban
221,174,7,0,84,16,2,21,7,Burger,fresh fruits,grocery,32,Male,Suburban
4118,136,2,1,217,8,0,4,8,Sandwich,fresh fruits,dairy,29,Male,Urban
670,4,5,1,205,9,1,12,28,Noodles,bakery desserts,beverages,46,Female,Urban
2739,11,8,0,852,10,0,7,27,Biryani,fresh fruits,beverages,44,Female,Suburban
3952,5,8,1,639,8,3,12,1,Pasta,bakery desserts,dairy,21,Female,Urban
4807,81,1,1,936,17,5,9,29,Burger,beverages,grocery,18,Male,Suburban
1504,73,7,1,483,19,2,16,25,Biryani,fresh fruits,dairy,58,Male,Rural
3777,165,2,1,479,5,2,15,7,Biryani,beverages,grocery,53,Female,Urban
4601,194,7,1,416,10,5,20,13,Sandwich,prepared meals,beverages,19,Female,Rural
3619,118,5,0,453,16,0,15,2,Noodles,fresh fruits,dairy,22,Male,Rural
1128,66,1,1,199,15,2,1,9,Salad,bakery desserts,beverages,43,Male,Urban
3188,41,5,1,558,15,3,22,27,Burger,beverages,grocery,44,Male,Suburban
3224,148,2,1,462,14,6,9,1,Burger,beverages,dairy,57,Female,Suburban
3884,163,4,1,335,1,4,3,1,Salad,fresh fruits,produce,50,Female,Urban
4680,32,6,0,71,11,4,2,29,Burger,beverages,frozen,49,Female,Rural
649,112,6,1,670,6,6,9,20,Soup,prepared meals,beverages,59,Female,Suburban
3883,48,7,0,808,13,0,19,9,Biryani,fresh fruits,produce,30,Male,Urban
801,19,3,1,924,6,5,20,27,Pizza,snacks,produce,40,Male,Urban
1029,183,5,0,167,15,1,9,15,Burger,fresh fruits,frozen,47,Female,Suburban
2400,83,5,0,759,7,0,17,4,Salad,snacks,produce,25,Female,Urban
4814,156,8,0,743,13,1,10,26,Noodles,prepared meals,beverages,30,Female,Rural
3136,178,1,0,251,10,6,1,20,Burger,bakery desserts,frozen,53,Female,Urban
439,44,6,0,828,14,1,4,29,Soup,fresh fruits,produce,56,Male,Suburban
4450,50,6,1,41,19,3,7,21,Pizza,prepared meals,frozen,34,Female,Urban
4407,194,1,1,375,14,1,0,24,Sandwich,prepared meals,beverages,30,Male,Urban
1985,60,9,1,519,10,6,23,18,Biryani,prepared meals,grocery,36,Female,Suburban
2213,5,6,0,313,9,3,0,2,Pasta,bakery desserts,dairy,46,Male,Rural
653,141,7,1,760,5,4,22,20,Noodles,snacks,produce,36,Male,Urban
4368,194,2,1,759,9,1,22,28,Sandwich,prepared meals,beverages,25,Female,Urban
448,193,3,1,597,10,1,13,11,Burger,fresh fruits,frozen,40,Male,Urban
4740,69,2,1,358,4,5,2,20,Sandwich,beverages,frozen,36,Female,Urban
851,46,7,1,773,19,3,21,29,Burger,prepared meals,frozen,34,Female,Rural
1028,9,5,1,638,19,5,12,3,Salad,snacks,dairy,27,Male,Suburban
825,36,2,0,972,4,4,4,1,Noodles,fresh fruits,grocery,33,Male,Rural
2363,99,2,1,895,13,1,8,17,Soup,snacks,beverages,34,Male,Suburban
452,39,9,1,537,8,1,20,27,Pizza,beverages,beverages,24,Female,Rural
3859,199,4,0,491,7,4,15,6,Sandwich,beverages,grocery,57,Female,Suburban
1498,77,9,1,130,14,6,6,21,Noodles,fresh fruits,produce,51,Male,Suburban
2104,90,2,1,316,3,4,20,29,Salad,bakery desserts,beverages,19,Female,Urban
2206,177,9,0,809,16,2,20,9,Burger,snacks,frozen,18,Male,Suburban
2412,35,1,0,609,9,3,18,10,Sandwich,prepared meals,beverages,20,Male,Urban
4939,20,8,1,915,9,6,17,28,Pasta,beverages,grocery,48,Male,Urban
2376,30,6,1,736,4,6,20,2,Noodles,prepared meals,beverages,54,Male,Urban
2677,21,8,1,952,4,2,22,25,Burger,bakery desserts,frozen,57,Male,Rural
4456,193,6,1,785,1,5,21,2,Burger,fresh fruits,frozen,40,Male,Suburban
4461,198,5,1,879,16,1,21,10,Pasta,snacks,frozen,57,Male,Urban
963,127,1,1,303,11,3,6,28,Salad,fresh fruits,frozen,51,Female,Urban
3344,38,1,0,706,17,2,18,29,Pizza,prepared meals,dairy,46,Male,Urban
3792,10,2,0,206,5,1,21,8,Biryani,beverages,beverages,49,Male,Suburban
3040,47,5,0,256,14,5,22,13,Burger,bakery desserts,grocery,46,Female,Suburban
1010,142,4,1,24,11,3,12,14,Biryani,beverages,frozen,36,Male,Suburban
4512,80,2,0,986,3,6,1,24,Biryani,beverages,frozen,47,Female,Urban
1898,158,1,0,770,4,5,6,8,Pizza,beverages,grocery,46,Male,Suburban
306,40,8,1,436,10,6,21,11,Biryani,snacks,grocery,56,Female,Suburban
1596,199,9,1,56,18,1,16,6,Sandwich,beverages,grocery,36,Female,Urban
3940,97,8,1,368,11,2,1,11,Noodles,snacks,dairy,38,Male,Rural
4763,107,1,1,554,1,4,21,28,Pizza,fresh fruits,beverages,37,Male,Rural
739,184,4,1,246,13,4,20,5,Pasta,fresh fruits,dairy,21,Female,Suburban
2074,134,8,1,964,9,0,21,2,Biryani,beverages,grocery,26,Female,Urban
250,130,7,1,235,15,4,23,20,Sandwich,beverages,beverages,26,Male,Suburban
4460,14,1,0,690,14,1,17,5,Noodles,beverages,produce,33,Female,Suburban
1005,38,4,0,797,19,1,12,17,Pizza,prepared meals,dairy,24,Male,Rural
3249,142,5,0,291,7,5,10,17,Biryani,beverages,frozen,49,Female,Rural
1637,122,7,1,337,1,5,5,8,Burger,fresh fruits,grocery,49,Female,Rural
917,21,7,1,884,1,0,21,4,Burger,bakery desserts,frozen,46,Male,Suburban
4243,137,1,1,199,15,4,3,2,Salad,prepared meals,produce,43,Male,Urban
3470,99,9,1,958,4,1,13,22,Soup,snacks,beverages,18,Male,Suburban
2030,29,7,0,814,16,3,5,13,Pasta,beverages,beverages,54,Female,Rural
1405,195,1,1,79,10,0,20,6,Burger,fresh fruits,produce,55,Male,Urban
1824,27,3,1,2,2,2,7,24,Noodles,fresh fruits,frozen,44,Male,Urban
1276,87,8,0,541,18,6,21,12,Soup,prepared meals,produce,44,Male,Urban
1706,105,2,1,910,5,0,7,1,Pasta,snacks,produce,44,Male,Rural
3075,177,7,0,553,15,6,19,26,Burger,snacks,frozen,44,Male,Rural
948,97,9,1,293,14,0,18,9,Noodles,snacks,dairy,45,Female,Suburban
1876,77,7,1,674,18,1,8,27,Noodles,fresh fruits,produce,25,Male,Rural
1595,112,1,1,58,17,0,8,11,Soup,prepared meals,beverages,20,Male,Rural
1196,105,4,0,432,10,5,1,23,Pasta,snacks,produce,40,Female,Urban
241,15,6,1,517,1,3,14,15,Pizza,fresh fruits,dairy,34,Female,Urban
1628,179,9,1,774,4,3,10,24,Noodles,snacks,frozen,19,Male,Urban
2105,150,5,1,468,18,4,8,8,Pizza,fresh fruits,grocery,47,Female,Urban
1060,42,3,0,705,9,0,7,10,Pasta,beverages,dairy,37,Female,Rural
2711,192,4,1,253,3,5,21,6,Sandwich,snacks,dairy,44,Female,Urban
3405,144,4,0,494,12,1,17,8,Sandwich,beverages,beverages,37,Female,Suburban
4961,143,5,0,713,10,2,23,19,Noodles,beverages,frozen,23,Female,Suburban
3496,150,4,1,389,17,6,22,18,Pizza,fresh fruits,grocery,19,Female,Suburban
475,56,5,0,454,12,0,3,21,Soup,beverages,frozen,25,Female,Urban
1624,134,8,1,130,1,1,17,8,Biryani,beverages,grocery,51,Male,Suburban
4695,164,6,1,727,8,1,9,9,Pizza,snacks,produce,22,Male,Urban
4639,111,1,0,201,19,5,11,24,Burger,fresh fruits,dairy,18,Male,Suburban
1772,30,4,1,866,16,4,19,4,Noodles,prepared meals,beverages,35,Male,Rural
2817,8,9,1,591,12,2,2,25,Burger,prepared meals,beverages,48,Male,Rural
802,24,6,0,595,12,5,10,23,Burger,bakery desserts,dairy,41,Male,Urban
4733,54,9,1,754,13,5,12,22,Sandwich,beverages,beverages,21,Female,Suburban
4570,173,1,0,615,13,2,2,2,Sandwich,bakery desserts,dairy,56,Male,Suburban
1457,93,7,1,871,18,6,22,2,Noodles,fresh fruits,frozen,44,Male,Rural
2011,158,1,1,857,10,4,9,17,Pizza,beverages,grocery,43,Female,Rural
1579,161,1,1,392,8,4,1,8,Pizza,prepared meals,dairy,38,Male,Urban
1552,28,6,0,839,18,5,4,22,Salad,prepared meals,beverages,26,Male,Urban
996,117,8,1,881,1,5,0,14,Burger,fresh fruits,produce,21,Female,Rural
3619,124,5,1,453,16,0,15,2,Sandwich,prepared meals,produce,22,Male,Rural
4420,170,4,0,733,18,0,15,22,Biryani,fresh fruits,frozen,35,Male,Suburban
872,58,9,1,663,11,2,19,19,Soup,bakery desserts,grocery,55,Male,Urban
83,67,6,0,747,4,0,23,8,Pasta,bakery desserts,frozen,31,Male,Suburban
3856,14,3,0,769,7,2,2,11,Noodles,beverages,produce,51,Male,Urban
3274,107,2,1,323,3,2,11,6,Pizza,fresh fruits,beverages,45,Male,Suburban
4789,6,5,0,764,3,1,22,6,Noodles,beverages,dairy,26,Female,Rural
2344,24,3,0,821,18,0,2,14,Burger,bakery desserts,dairy,46,Female,Rural
3158,75,3,1,924,2,1,16,17,Pasta,bakery desserts,frozen,40,Male,Urban
4083,55,5,0,313,1,1,11,8,Pizza,snacks,dairy,46,Male,Rural
2983,29,7,0,437,15,2,3,23,Pasta,beverages,beverages,32,Male,Suburban
4622,114,1,1,917,8,4,19,27,Pasta,beverages,beverages,22,Male,Urban
4819,164,3,0,726,4,0,6,4,Pizza,snacks,produce,48,Male,Urban
2041,72,8,0,950,10,5,21,20,Noodles,beverages,grocery,30,Female,Urban
3264,14,4,1,654,5,6,20,6,Noodles,beverages,produce,35,Male,Suburban
4412,73,8,1,525,18,2,19,13,Biryani,fresh fruits,dairy,25,Male,Rural
3513,143,4,1,676,13,3,19,9,Noodles,beverages,frozen,44,Female,Suburban
4133,122,7,1,929,2,5,20,28,Burger,fresh fruits,grocery,38,Female,Urban
548,151,7,0,949,17,4,4,25,Salad,bakery desserts,beverages,44,Female,Urban
943,94,3,0,487,1,6,0,12,Noodles,beverages,dairy,41,Female,Suburban
3095,78,2,0,562,3,6,0,25,Burger,bakery desserts,beverages,56,Female,Urban
1872,7,1,0,865,8,2,4,25,Pizza,prepared meals,beverages,26,Male,Urban
3097,34,6,1,448,1,1,7,5,Noodles,beverages,grocery,19,Female,Rural
1936,76,2,0,965,3,0,19,22,Pasta,snacks,frozen,50,Male,Urban
399,52,9,1,796,2,4,16,4,Salad,prepared meals,frozen,24,Female,Urban
3914,67,5,1,988,1,1,6,19,Pasta,bakery desserts,frozen,43,Male,Urban
2173,91,4,0,602,9,1,22,2,Pasta,beverages,grocery,38,Male,Rural
3630,42,3,1,782,14,6,22,19,Pasta,beverages,dairy,23,Male,Rural
1521,73,4,0,494,9,1,6,22,Biryani,fresh fruits,dairy,37,Female,Suburban
4790,11,1,0,623,15,0,17,17,Biryani,fresh fruits,beverages,44,Female,Suburban
2546,77,3,0,665,18,1,0,29,Noodles,fresh fruits,produce,18,Female,Rural
3135,62,7,0,254,6,3,10,19,Soup,snacks,grocery,44,Male,Suburban
2842,14,4,0,78,7,3,11,11,Noodles,beverages,produce,37,Male,Rural
1627,159,2,0,126,7,2,22,20,Pizza,bakery desserts,grocery,41,Female,Rural
4818,23,6,0,512,9,2,10,12,Burger,snacks,dairy,28,Male,Urban
2921,196,3,1,116,1,4,16,27,Pizza,bakery desserts,grocery,23,Female,Urban
2637,118,1,1,445,5,0,12,7,Noodles,fresh fruits,dairy,21,Female,Rural
3660,180,9,1,712,5,4,5,29,Pizza,bakery desserts,frozen,24,Male,Urban
4720,24,7,1,322,17,3,10,24,Burger,bakery desserts,dairy,43,Female,Urban
4935,111,6,0,964,19,1,23,26,Burger,fresh fruits,dairy,26,Female,Urban
4243,115,1,1,199,15,4,3,2,Pasta,beverages,frozen,43,Male,Urban
3466,84,9,0,453,2,0,18,21,Noodles,fresh fruits,dairy,22,Male,Rural
2059,124,3,0,969,16,0,2,2,Sandwich,prepared meals,produce,46,Female,Rural
3445,71,6,1,931,8,5,14,8,Pizza,snacks,beverages,22,Female,Rural
3745,49,5,1,194,16,2,9,12,Sandwich,prepared meals,dairy,59,Female,Urban
1998,195,5,0,866,19,5,3,16,Burger,fresh fruits,produce,35,Male,Rural
1231,99,2,1,735,10,2,7,16,Soup,snacks,beverages,23,Male,Urban
1651,194,5,1,70,13,5,5,2,Sandwich,prepared meals,beverages,36,Male,Rural
1316,42,7,0,639,8,4,9,2,Pasta,beverages,dairy,21,Female,Urban
4780,138,5,1,924,2,5,19,28,Biryani,fresh fruits,grocery,40,Male,Urban
531,91,3,0,484,12,3,16,14,Pasta,beverages,grocery,23,Female,Rural
4248,104,1,0,986,3,1,7,11,Biryani,snacks,produce,47,Female,Urban
1769,74,7,1,811,17,6,11,2,Noodles,bakery desserts,grocery,56,Male,Suburban
3307,185,6,0,798,11,3,23,15,Soup,beverages,frozen,31,Male,Rural
1319,136,7,0,950,12,5,7,25,Sandwich,fresh fruits,dairy,30,Female,Urban
2328,9,3,1,424,10,2,18,24,Salad,snacks,dairy,23,Female,Suburban
2797,77,6,0,69,12,0,18,15,Noodles,fresh fruits,produce,40,Male,Rural
2068,122,9,0,882,7,0,0,14,Burger,fresh fruits,grocery,40,Female,Suburban
4659,42,8,1,610,17,6,1,21,Pasta,beverages,dairy,35,Female,Urban
4750,48,3,0,931,11,3,2,2,Biryani,fresh fruits,produce,22,Female,Rural
557,73,2,0,996,2,2,19,12,Biryani,fresh fruits,dairy,33,Female,Urban
3684,176,7,0,960,18,4,3,16,Pizza,beverages,beverages,33,Female,Urban
3345,150,9,1,287,16,1,3,25,Pizza,fresh fruits,grocery,58,Male,Suburban
2247,74,8,1,581,17,1,19,22,Noodles,bakery desserts,grocery,31,Male,Urban
2891,161,3,1,906,7,6,5,22,Pizza,prepared meals,dairy,21,Male,Urban
4490,118,8,0,406,12,4,19,23,Noodles,fresh fruits,dairy,43,Female,Urban
1164,138,8,1,941,16,0,3,24,Biryani,fresh fruits,grocery,39,Male,Urban
4236,187,9,1,363,2,1,5,9,Noodles,prepared meals,grocery,27,Male,Urban
4634,169,7,0,723,3,0,21,10,Biryani,fresh fruits,beverages,57,Female,Rural
711,26,7,0,782,17,4,23,28,Burger,snacks,dairy,23,Male,Rural
459,98,9,0,305,7,5,4,17,Biryani,snacks,beverages,48,Female,Urban
163,117,3,0,877,7,5,6,8,Burger,fresh fruits,produce,19,Male,Suburban
4554,100,2,1,309,10,2,21,16,Noodles,beverages,produce,42,Male,Suburban
3425,188,3,1,831,16,0,3,8,Burger,prepared meals,beverages,32,Female,Urban
1882,9,9,0,356,16,0,1,16,Salad,snacks,dairy,45,Male,Suburban
4503,17,3,1,922,8,0,23,26,Sandwich,bakery desserts,produce,18,Male,Urban
3336,43,1,0,541,12,0,4,21,Noodles,bakery desserts,grocery,44,Male,Urban
4261,131,3,1,443,6,5,8,17,Soup,bakery desserts,beverages,29,Male,Rural
1193,87,6,1,992,8,0,10,20,Soup,prepared meals,produce,55,Female,Urban
831,172,9,1,16,18,0,12,12,Biryani,prepared meals,dairy,43,Male,Urban
2894,166,4,0,772,9,6,4,6,Pizza,snacks,produce,44,Female,Suburban
2118,166,9,1,95,8,1,23,10,Pizza,snacks,produce,57,Female,Suburban
173,71,1,1,365,12,4,14,2,Pizza,snacks,beverages,53,Male,Urban
2762,190,9,0,488,12,5,9,1,Pasta,snacks,frozen,33,Female,Rural
2270,137,6,0,825,17,4,16,22,Salad,prepared meals,produce,50,Female,Rural
123,31,4,1,880,12,3,11,29,Sandwich,snacks,dairy,44,Female,Suburban
4140,119,2,1,577,11,0,10,26,Burger,snacks,frozen,22,Female,Suburban
1394,70,8,1,696,4,5,1,2,Pasta,fresh fruits,beverages,20,Female,Rural
1908,9,7,0,144,4,3,16,29,Salad,snacks,dairy,44,Male,Rural
2317,124,4,1,141,7,6,7,29,Sandwich,prepared meals,produce,59,Male,Suburban
1487,102,5,1,335,19,0,11,19,Biryani,prepared meals,beverages,50,Female,Urban
2883,96,5,1,379,9,6,23,17,Sandwich,fresh fruits,frozen,26,Male,Rural
1056,163,4,0,852,8,6,8,27,Salad,fresh fruits,produce,44,Female,Suburban
2731,56,2,0,961,4,1,11,17,Soup,beverages,frozen,46,Male,Rural
3313,1,2,1,278,11,2,7,11,Biryani,fresh fruits,produce,53,Female,Suburban
2096,9,6,0,241,9,2,3,16,Salad,snacks,dairy,27,Female,Urban
4676,155,2,0,678,16,4,19,28,Burger,bakery desserts,grocery,32,Male,Rural
